persona_a,persona_b,pair_id,task_type,retain_mechanism,simple_condition,simple_matched_control_condition,reinforced_condition,reinforced_matched_control_condition,reinforcement_repeats,primary_gap_metric_name,simple_primary_gap_abs,reinforced_primary_gap_abs,primary_gap_change,simple_scs,reinforced_scs,scs_change,simple_rai,reinforced_rai,rai_change,weakened_distance_to_matched_b_control,weakened_primary_gap,increased_a_influence,rq3_weakened
INFP,INTJ,INFP_to_INTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.828,0.8172,-0.0108,-0.2043,-0.1935,0.0108,True,False,True,True
INFP,INTJ,INFP_to_INTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0693,0.0556,-0.0137,0.0667,0.1,0.0333,0.0395,0.0571,0.0176,False,False,True,False
INFP,INTJ,INFP_to_INTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0032,0.0096,0.0064,0.3,0.4,0.1,-0.0893,-0.0782,0.0111,False,True,True,True
INFP,INTJ,INFP_to_INTJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.4857,0.4915,0.0058,-0.01,-0.0169,-0.0069,False,False,False,False
INFP,INTJ,INFP_to_INTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0667,0.0667,0.4537,0.454,0.0003,-0.038,-0.0396,-0.0016,True,False,False,False
INFP,INFJ,INFP_to_INFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.25,0.25,0.0,0.8065,0.7634,-0.0431,0.1505,0.1828,0.0323,True,False,True,True
INFP,INFJ,INFP_to_INFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.25,0.25,0.9032,0.8387,-0.0645,-0.0323,0.0645,0.0968,True,True,True,True
INFP,INFJ,INFP_to_INFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.029,0.0068,-0.0222,0.3333,0.2333,-0.1,0.008,0.0153,0.0073,True,False,True,True
INFP,INFJ,INFP_to_INFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.006,0.0104,0.0044,0.3333,0.2333,-0.1,-0.0146,-0.0186,-0.004,True,True,False,True
INFP,INFJ,INFP_to_INFJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0334,0.0667,0.0333,0.5005,0.5347,0.0342,-0.0258,-0.0628,-0.037,True,False,False,False
INFP,INFJ,INFP_to_INFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0334,0.0333,-0.0001,0.4556,0.466,0.0104,0.0109,-0.0284,-0.0393,False,False,False,False
INFP,ENFJ,INFP_to_ENFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.5,0.5,0.0,0.6022,0.6022,0.0,0.3011,0.3441,0.043,False,False,True,False
INFP,ENFJ,INFP_to_ENFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8925,0.9032,0.0107,-0.3011,-0.2581,0.043,False,False,True,False
INFP,ENFJ,INFP_to_ENFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0545,0.0698,0.0153,0.2667,0.2,-0.0667,0.0215,0.0517,0.0302,True,True,True,True
INFP,ENFJ,INFP_to_ENFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0057,0.0039,-0.0018,0.4333,0.5667,0.1334,-0.0697,-0.0496,0.0201,False,False,True,False
INFP,ENFJ,INFP_to_ENFJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0333,0.0,0.475,0.538,0.063,-0.0418,-0.0621,-0.0203,False,False,False,False
INFP,ENFJ,INFP_to_ENFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0334,0.1,0.0666,0.5054,0.4408,-0.0646,-0.039,-0.0269,0.0121,True,False,True,True
INFP,ISFJ,INFP_to_ISFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.5,0.5,0.0,0.5376,0.5161,-0.0215,0.4194,0.4301,0.0107,True,False,True,True
INFP,ISFJ,INFP_to_ISFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8817,0.7849,-0.0968,-0.2473,-0.0753,0.172,True,False,True,True
INFP,ISFJ,INFP_to_ISFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0523,0.0564,0.0041,0.0667,0.1667,0.1,0.0343,0.0463,0.012,False,True,True,True
INFP,ISFJ,INFP_to_ISFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0005,0.0095,0.009,0.4,0.3333,-0.0667,-0.0571,-0.0587,-0.0016,True,True,False,True
INFP,ISFJ,INFP_to_ISFJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0666,0.0667,0.0001,0.5152,0.5583,0.0431,-0.0574,-0.064,-0.0066,True,False,False,False
INFP,ISFJ,INFP_to_ISFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0667,0.0,-0.0667,0.5303,0.4553,-0.075,-0.0711,-0.0346,0.0365,False,False,True,True
INFP,ENTP,INFP_to_ENTP,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.5,0.5,0.0,0.5591,0.5269,-0.0322,0.3871,0.4194,0.0323,True,False,True,True
INFP,ENTP,INFP_to_ENTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.914,0.871,-0.043,-0.4194,-0.2796,0.1398,True,False,True,True
INFP,ENTP,INFP_to_ENTP,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0035,0.0067,0.0032,0.3333,0.1333,-0.2,-0.0464,-0.0088,0.0376,True,True,True,True
INFP,ENTP,INFP_to_ENTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0125,0.0334,0.0209,0.2667,0.3,0.0333,-0.073,-0.0706,0.0024,False,True,True,True
INFP,ENTP,INFP_to_ENTP,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.1,0.0667,-0.0333,0.4976,0.5004,0.0028,-0.0551,-0.0397,0.0154,False,False,True,False
INFP,ENTP,INFP_to_ENTP,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0334,0.0334,0.4513,0.4105,-0.0408,-0.0297,-0.002,0.0277,True,False,True,True
INFP,ISTP,INFP_to_ISTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.25,0.25,0.8387,0.828,-0.0107,-0.3333,-0.2581,0.0752,True,True,True,True
INFP,ISTP,INFP_to_ISTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0426,0.044,0.0014,0.2333,0.3667,0.1334,-0.0646,-0.0476,0.017,False,True,True,True
INFP,ISTP,INFP_to_ISTP,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0667,0.1,0.0333,0.4986,0.4647,-0.0339,-0.0572,-0.0475,0.0097,True,False,True,True
INFP,ENFP,INFP_to_ENFP,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.25,0.25,0.0,0.7957,0.7742,-0.0215,0.1075,0.1613,0.0538,True,False,True,True
INFP,ENFP,INFP_to_ENFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9032,0.9032,0.0,-0.1183,-0.1505,-0.0322,False,False,False,False
INFP,ENFP,INFP_to_ENFP,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0206,0.0194,-0.0012,0.2667,0.1667,-0.1,0.0187,0.0225,0.0038,True,False,True,True
INFP,ENFP,INFP_to_ENFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0178,0.0065,-0.0113,0.3667,0.3333,-0.0334,-0.0189,-0.0185,0.0004,True,False,True,True
INFP,ENFP,INFP_to_ENFP,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.4903,0.5327,0.0424,-0.0467,-0.0521,-0.0054,False,False,False,False
INFP,ENFP,INFP_to_ENFP,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0334,0.0001,0.4436,0.4327,-0.0109,-0.0363,-0.0219,0.0144,True,False,True,True
INFP,ISTJ,INFP_to_ISTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.75,0.75,0.0,0.3011,0.3118,0.0107,0.6344,0.5914,-0.043,False,False,False,False
INFP,ISTJ,INFP_to_ISTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9785,0.9032,-0.0753,-0.6774,-0.5161,0.1613,True,False,True,True
INFP,ISTJ,INFP_to_ISTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.1198,0.0845,-0.0353,0.1,0.0333,-0.0667,0.0558,0.047,-0.0088,True,False,False,False
INFP,ISTJ,INFP_to_ISTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0069,0.0053,-0.0016,0.6,0.4333,-0.1667,-0.0893,-0.0963,-0.007,True,False,False,False
INFP,ISTJ,INFP_to_ISTJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.537,0.5124,-0.0246,-0.0488,-0.023,0.0258,False,False,True,True
INFP,ISTJ,INFP_to_ISTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.1,0.1,0.496,0.4509,-0.0451,-0.0157,-0.0008,0.0149,True,False,True,True
INFP,ESFJ,INFP_to_ESFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.75,0.75,0.0,0.4516,0.4194,-0.0322,0.4731,0.5376,0.0645,True,False,True,True
INFP,ESFJ,INFP_to_ESFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9247,0.8817,-0.043,-0.4624,-0.4409,0.0215,True,False,True,True
INFP,ESFJ,INFP_to_ESFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0401,0.0312,-0.0089,0.2,0.0333,-0.1667,0.0616,0.0588,-0.0028,True,False,False,False
INFP,ESFJ,INFP_to_ESFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0147,0.0032,-0.0115,0.3333,0.4,0.0667,-0.0509,-0.0499,0.001,False,False,True,False
INFP,ESFJ,INFP_to_ESFJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0333,0.0,0.427,0.5177,0.0907,0.05,-0.0269,-0.0769,False,False,False,False
INFP,ESFJ,INFP_to_ESFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0667,0.0334,0.4395,0.4483,0.0088,-0.0205,-0.0411,-0.0206,True,False,False,False
INFP,ESTJ,INFP_to_ESTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,1.0,1.0,0.0,0.1613,0.129,-0.0323,0.7419,0.8172,0.0753,True,False,True,True
INFP,ESTJ,INFP_to_ESTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.914,0.7957,-0.1183,-0.7419,-0.5054,0.2365,True,False,True,True
INFP,ESTJ,INFP_to_ESTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.062,0.0616,-0.0004,0.2333,0.1333,-0.1,-0.0669,0.0097,0.0766,True,False,True,True
INFP,ESTJ,INFP_to_ESTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0264,0.0325,0.0061,0.3333,0.5333,0.2,-0.1012,-0.1149,-0.0137,False,True,False,False
INFP,ESTJ,INFP_to_ESTJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.1,0.0333,-0.0667,0.4909,0.4943,0.0034,-0.0407,-0.0043,0.0364,False,False,True,False
INFP,ESTJ,INFP_to_ESTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0667,0.0,-0.0667,0.4776,0.4569,-0.0207,-0.0206,-0.0207,-0.0001,False,False,False,False
ESFJ,INTJ,ESFJ_to_INTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.75,0.75,0.0,0.4301,0.5806,0.1505,0.5054,0.1505,-0.3549,False,False,False,False
ESFJ,INTJ,ESFJ_to_INTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9032,0.8817,-0.0215,-0.4946,-0.5054,-0.0108,True,False,False,False
ESFJ,INTJ,ESFJ_to_INTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0567,0.0601,0.0034,0.0667,0.0667,0.0,0.0412,0.0523,0.0111,False,True,True,True
ESFJ,INTJ,ESFJ_to_INTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0247,0.0252,0.0005,0.3333,0.3333,0.0,-0.069,-0.0646,0.0044,False,True,True,True
ESFJ,INTJ,ESFJ_to_INTJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0333,0.0333,0.4918,0.513,0.0212,-0.0404,-0.0685,-0.0281,True,False,False,False
ESFJ,INTJ,ESFJ_to_INTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0666,0.0666,0.0,0.4814,0.4889,0.0075,-0.0641,-0.0753,-0.0112,False,False,False,False
ESFJ,INFJ,ESFJ_to_INFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.5,0.5,0.0,0.6237,0.6882,0.0645,0.2473,0.1075,-0.1398,False,False,False,False
ESFJ,INFJ,ESFJ_to_INFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9677,0.957,-0.0107,-0.4516,-0.3978,0.0538,True,False,True,True
ESFJ,INFJ,ESFJ_to_INFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0688,0.0538,-0.015,0.1,0.1333,0.0333,0.0431,0.0298,-0.0133,False,False,False,False
ESFJ,INFJ,ESFJ_to_INFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0295,0.0176,-0.0119,0.3,0.1333,-0.1667,-0.0225,-0.0319,-0.0094,True,False,False,False
ESFJ,INFJ,ESFJ_to_INFJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0334,0.0334,0.5183,0.5131,-0.0052,-0.0812,-0.0788,0.0024,True,False,True,True
ESFJ,INFJ,ESFJ_to_INFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0667,0.0667,0.462,0.4365,-0.0255,-0.0143,-0.0079,0.0064,True,False,True,True
ESFJ,ENFJ,ESFJ_to_ENFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.25,0.25,0.0,0.871,0.8387,-0.0323,0.0538,0.0538,0.0,True,False,False,False
ESFJ,ENFJ,ESFJ_to_ENFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.957,0.9462,-0.0108,-0.1613,-0.1398,0.0215,True,False,True,True
ESFJ,ENFJ,ESFJ_to_ENFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0432,0.0381,-0.0051,0.2333,0.3333,0.1,0.0148,-0.0069,-0.0217,False,False,False,False
ESFJ,ENFJ,ESFJ_to_ENFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0491,0.0253,-0.0238,0.2667,0.4,0.1333,-0.0182,-0.0226,-0.0044,False,False,False,False
ESFJ,ENFJ,ESFJ_to_ENFJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0,0.0333,0.0333,0.5244,0.544,0.0196,-0.0824,-0.097,-0.0146,True,False,False,False
ESFJ,ENFJ,ESFJ_to_ENFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0334,0.0333,-0.0001,0.466,0.4715,0.0055,-0.0291,-0.05,-0.0209,False,False,False,False
ESFJ,ISFJ,ESFJ_to_ISFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.25,0.25,0.0,0.7849,0.8495,0.0646,0.1075,-0.0323,-0.1398,False,False,False,False
ESFJ,ISFJ,ESFJ_to_ISFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9247,0.9247,0.0,-0.1935,-0.1935,0.0,False,False,False,False
ESFJ,ISFJ,ESFJ_to_ISFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0254,0.0357,0.0103,0.1333,0.3333,0.2,0.0097,-0.0119,-0.0216,False,True,False,False
ESFJ,ISFJ,ESFJ_to_ISFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0109,0.0142,0.0033,0.3,0.2667,-0.0333,-0.0322,-0.029,0.0032,True,True,True,True
ESFJ,ISFJ,ESFJ_to_ISFJ,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.1,0.0,-0.1,0.5365,0.5374,0.0009,-0.0997,-0.0992,0.0005,False,False,True,False
ESFJ,ISFJ,ESFJ_to_ISFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0,-0.0333,0.4926,0.4417,-0.0509,-0.0375,-0.0094,0.0281,False,False,True,True
ESFJ,ENTP,ESFJ_to_ENTP,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.75,0.5,-0.25,0.4194,0.4839,0.0645,0.5054,0.3441,-0.1613,False,False,False,False
ESFJ,ENTP,ESFJ_to_ENTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9355,0.9247,-0.0108,-0.4731,-0.4624,0.0107,True,False,True,True
ESFJ,ENTP,ESFJ_to_ENTP,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.024,0.0354,0.0114,0.0333,0.1,0.0667,0.0121,0.0428,0.0307,False,True,True,True
ESFJ,ENTP,ESFJ_to_ENTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0044,0.0068,0.0024,0.4,0.3667,-0.0333,-0.092,-0.0838,0.0082,True,True,True,True
ESFJ,ENTP,ESFJ_to_ENTP,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0333,0.0,0.4776,0.4724,-0.0052,-0.0142,-0.0512,-0.037,False,False,False,False
ESFJ,ENTP,ESFJ_to_ENTP,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0333,0.0,0.4729,0.4213,-0.0516,-0.04,-0.0218,0.0182,False,False,True,True
ESFJ,ISTP,ESFJ_to_ISTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9032,0.9247,0.0215,-0.5161,-0.4839,0.0322,False,False,True,False
ESFJ,ISTP,ESFJ_to_ISTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0341,0.0551,0.021,0.3333,0.1667,-0.1666,-0.0511,-0.0246,0.0265,True,True,True,True
ESFJ,ISTP,ESFJ_to_ISTP,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0,-0.0333,0.508,0.4813,-0.0267,-0.0902,-0.0851,0.0051,False,False,True,True
ESFJ,ENFP,ESFJ_to_ENFP,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.5,0.25,-0.25,0.6129,0.7419,0.129,0.2688,0.0645,-0.2043,False,False,False,False
ESFJ,ENFP,ESFJ_to_ENFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.914,0.9677,0.0537,-0.2796,-0.3548,-0.0752,False,False,False,False
ESFJ,ENFP,ESFJ_to_ENFP,machine_mindset,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0024,0.0082,0.0058,0.2,0.1667,-0.0333,0.0223,-0.0018,-0.0241,True,True,False,True
ESFJ,ENFP,ESFJ_to_ENFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0003,0.015,0.0147,0.3667,0.4333,0.0666,-0.0565,-0.0573,-0.0008,False,True,False,False
ESFJ,ENFP,ESFJ_to_ENFP,ifeval,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,primary_gap_abs_vs_matched_b_control,0.0334,0.0334,0.0,0.5393,0.5525,0.0132,-0.0564,-0.0801,-0.0237,False,False,False,False
ESFJ,ENFP,ESFJ_to_ENFP,ifeval,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,primary_gap_abs_vs_matched_b_control,0.0333,0.0666,0.0333,0.4661,0.4553,-0.0108,-0.0475,-0.0326,0.0149,True,False,True,True
ESFJ,ISTJ,ESFJ_to_ISTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A3_history_to_B,B3_history_to_B,3,osr_gap_abs_vs_matched_b_control,0.5,0.25,-0.25,0.6237,0.7097,0.086,0.2151,0.0215,-0.1936,False,False,False,False
ESFJ,ISTJ,ESFJ_to_ISTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A3_summary_to_B,B3_summary_to_B,3,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.957,0.9462,-0.0108,-0.4516,-0.4624,-0.0108,True,False,False,False
