persona_a,persona_b,pair_id,task_type,retain_mechanism,default_switch_condition,default_matched_control_condition,strong_switch_condition,strong_matched_control_condition,primary_gap_metric_name,default_primary_gap_abs,strong_primary_gap_abs,primary_gap_change,default_scs,strong_scs,scs_change,default_rai,strong_rai,rai_change,improved_distance_to_matched_b_control,improved_primary_gap,reduced_a_influence,rq2_improved
ENFJ,ESFJ,ENFJ_to_ESFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.009,0.0117,0.0027,0.2667,0.3,0.0333,0.0322,0.0251,-0.0071,True,False,True,True
ENFJ,ESFJ,ENFJ_to_ESFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0058,0.0233,0.0175,0.2333,0.3,0.0667,0.0037,0.004,0.0003,True,False,False,False
ENFJ,ESFJ,ENFJ_to_ESFJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.1,0.0333,-0.0667,0.4877,0.0,-0.4877,-0.0359,0.0,0.0359,True,False,False,False
ENFJ,ESFJ,ENFJ_to_ESFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0333,0.0,-0.0333,0.4746,0.0,-0.4746,-0.0323,0.0,0.0323,True,False,False,False
ENFJ,ESTJ,ENFJ_to_ESTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.5,0.5,0.0,0.5161,0.4624,-0.0537,0.3978,0.4086,0.0108,False,False,False,False
ENFJ,ESTJ,ENFJ_to_ESTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8387,0.9462,0.1075,-0.2688,-0.5161,-0.2473,True,False,True,True
ENFJ,ESTJ,ENFJ_to_ESTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0407,0.0577,0.017,0.1,0.2333,0.1333,0.0266,-0.0349,-0.0615,True,False,True,True
ENFJ,ESTJ,ENFJ_to_ESTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0248,0.0026,-0.0222,0.5,0.4333,-0.0667,-0.0765,-0.0578,0.0187,False,True,False,False
ENFJ,ESTJ,ENFJ_to_ESTJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0333,0.0334,0.0001,0.5376,0.0,-0.5376,-0.0761,0.0,0.0761,False,False,False,False
ENFJ,ESTJ,ENFJ_to_ESTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0334,0.0333,-0.0001,0.5028,0.0,-0.5028,-0.0525,0.0,0.0525,True,False,False,False
ISFJ,INTJ,ISFJ_to_INTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.5,0.5,0.0,0.6129,0.6344,0.0215,0.3011,0.3118,0.0107,True,False,False,False
ISFJ,INTJ,ISFJ_to_INTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8817,0.957,0.0753,-0.3118,-0.3656,-0.0538,True,False,True,True
ISFJ,INTJ,ISFJ_to_INTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0621,0.0,-0.0621,0.0333,0.2333,0.2,0.0494,-0.0297,-0.0791,True,True,True,True
ISFJ,INTJ,ISFJ_to_INTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0097,0.0056,-0.0041,0.4667,0.4,-0.0667,-0.0647,-0.0644,0.0003,False,True,False,False
ISFJ,INTJ,ISFJ_to_INTJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0334,0.0334,0.0,0.5064,0.472,-0.0344,-0.0188,-0.0397,-0.0209,False,False,True,False
ISFJ,INTJ,ISFJ_to_INTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0333,0.1,0.0667,0.479,0.4947,0.0157,-0.0451,-0.1238,-0.0787,False,False,True,True
ISFJ,INFJ,ISFJ_to_INFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.25,0.25,0.0,0.7312,0.7312,0.0,0.2151,0.1935,-0.0216,False,False,True,False
ISFJ,INFJ,ISFJ_to_INFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8925,0.9247,0.0322,-0.1613,-0.2151,-0.0538,True,False,True,True
ISFJ,INFJ,ISFJ_to_INFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.025,0.0185,-0.0065,0.1333,0.3,0.1667,0.0459,0.0118,-0.0341,True,True,True,True
ISFJ,INFJ,ISFJ_to_INFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0029,0.0125,0.0096,0.3667,0.3,-0.0667,-0.0325,-0.0155,0.017,False,False,False,False
ISFJ,INFJ,ISFJ_to_INFJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0333,0.0333,0.5075,0.5142,0.0067,-0.0291,-0.094,-0.0649,False,False,True,True
ISFJ,INFJ,ISFJ_to_INFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0334,0.1,0.0666,0.4869,0.4669,-0.02,-0.0419,-0.0454,-0.0035,False,False,True,False
ISFJ,ENFJ,ISFJ_to_ENFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.5,0.5,0.0,0.5914,0.6022,0.0108,0.3441,0.3118,-0.0323,True,False,True,True
ISFJ,ENFJ,ISFJ_to_ENFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9032,0.8817,-0.0215,-0.2366,-0.2796,-0.043,False,False,True,False
ISFJ,ENFJ,ISFJ_to_ENFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0757,0.0127,-0.063,0.2333,0.2333,0.0,0.0569,-0.0056,-0.0625,False,True,True,True
ISFJ,ENFJ,ISFJ_to_ENFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0064,0.0111,0.0047,0.4667,0.4,-0.0667,-0.0622,-0.0365,0.0257,False,False,False,False
ISFJ,ENFJ,ISFJ_to_ENFJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0333,0.0,-0.0333,0.5149,0.4583,-0.0566,-0.0304,-0.065,-0.0346,True,False,True,True
ISFJ,ENFJ,ISFJ_to_ENFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.4796,0.4697,-0.0099,-0.055,-0.0755,-0.0205,False,False,True,False
ISFJ,ISTJ,ISFJ_to_ISTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.25,0.25,0.0,0.8065,0.7957,-0.0108,0.0968,0.129,0.0322,False,False,False,False
ISFJ,ISTJ,ISFJ_to_ISTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9462,0.914,-0.0322,-0.2258,-0.1505,0.0753,False,False,False,False
ISFJ,ISTJ,ISFJ_to_ISTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0425,0.0048,-0.0377,0.2,0.2,0.0,0.0166,0.0093,-0.0073,False,True,True,True
ISFJ,ISTJ,ISFJ_to_ISTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0109,0.0151,0.0042,0.4333,0.4333,0.0,-0.0416,-0.0199,0.0217,False,False,False,False
ISFJ,ISTJ,ISFJ_to_ISTJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0667,0.0666,-0.0001,0.5246,0.4799,-0.0447,-0.0528,-0.031,0.0218,True,False,False,False
ISFJ,ISTJ,ISFJ_to_ISTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0333,0.0,-0.0333,0.471,0.5041,0.0331,-0.0169,-0.0895,-0.0726,True,False,True,True
ISFJ,ESFJ,ISFJ_to_ESFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.25,0.25,0.0,0.7527,0.7634,0.0107,0.1935,0.1613,-0.0322,True,False,True,True
ISFJ,ESFJ,ISFJ_to_ESFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8495,0.8495,0.0,-0.0753,-0.086,-0.0107,False,False,True,False
ISFJ,ESFJ,ISFJ_to_ESFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0112,0.0111,-0.0001,0.2667,0.2,-0.0667,0.0352,0.0326,-0.0026,False,True,True,True
ISFJ,ESFJ,ISFJ_to_ESFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.002,0.0167,0.0147,0.3,0.3333,0.0333,0.0016,-0.0118,-0.0134,True,False,True,True
ISFJ,ESFJ,ISFJ_to_ESFJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0666,0.0,-0.0666,0.4883,0.4814,-0.0069,-0.0063,-0.0514,-0.0451,True,False,True,True
ISFJ,ESFJ,ISFJ_to_ESFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0667,0.0,-0.0667,0.5156,0.4738,-0.0418,-0.0969,-0.081,0.0159,True,False,False,False
ISFJ,ESTJ,ISFJ_to_ESTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.5,0.5,0.0,0.6344,0.5914,-0.043,0.2903,0.3548,0.0645,False,False,False,False
ISFJ,ESTJ,ISFJ_to_ESTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8602,0.9355,0.0753,-0.2258,-0.2796,-0.0538,True,False,True,True
ISFJ,ESTJ,ISFJ_to_ESTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0464,0.0317,-0.0147,0.1667,0.3333,0.1666,0.0314,0.004,-0.0274,True,True,True,True
ISFJ,ESTJ,ISFJ_to_ESTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0163,0.0085,-0.0078,0.4,0.4,0.0,-0.0734,-0.0653,0.0081,False,True,False,False
ISFJ,ESTJ,ISFJ_to_ESTJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0667,0.0334,-0.0333,0.5062,0.4985,-0.0077,-0.0294,-0.0725,-0.0431,True,False,True,True
ISFJ,ESTJ,ISFJ_to_ESTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.1,0.0,-0.1,0.4685,0.4968,0.0283,-0.0309,-0.067,-0.0361,True,False,True,True
ENTJ,INTJ,ENTJ_to_INTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.25,0.5,0.25,0.7957,0.7957,0.0,0.0645,0.043,-0.0215,False,False,True,False
ENTJ,INTJ,ENTJ_to_INTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9247,0.8925,-0.0322,-0.1828,-0.1183,0.0645,False,False,False,False
ENTJ,INTJ,ENTJ_to_INTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0412,0.0377,-0.0035,0.1667,0.3,0.1333,0.007,0.0002,-0.0068,True,True,True,True
ENTJ,INTJ,ENTJ_to_INTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0064,0.0024,-0.004,0.4,0.6667,0.2667,-0.0293,-0.0288,0.0005,True,True,False,True
ENTJ,INTJ,ENTJ_to_INTJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0334,0.0334,0.0,0.5112,0.5205,0.0093,-0.0144,-0.092,-0.0776,False,False,True,True
ENTJ,INTJ,ENTJ_to_INTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0334,0.0334,0.501,0.487,-0.014,-0.0409,-0.059,-0.0181,False,False,True,False
ENTJ,INFJ,ENTJ_to_INFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.75,0.5,-0.25,0.4624,0.5161,0.0537,0.4086,0.3333,-0.0753,True,True,True,True
ENTJ,INFJ,ENTJ_to_INFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.9247,0.914,-0.0107,-0.4409,-0.3978,0.0431,False,False,False,False
ENTJ,INFJ,ENTJ_to_INFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.1257,0.0388,-0.0869,0.0333,0.3333,0.3,0.0657,-0.0309,-0.0966,True,True,True,True
ENTJ,INFJ,ENTJ_to_INFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0053,0.0005,-0.0048,0.4,0.2,-0.2,-0.0591,-0.0618,-0.0027,False,True,True,True
ENTJ,INFJ,ENTJ_to_INFJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0333,0.0,-0.0333,0.4818,0.46,-0.0218,-0.0216,-0.055,-0.0334,True,False,True,True
ENTJ,INFJ,ENTJ_to_INFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0666,0.0667,0.0001,0.4436,0.4553,0.0117,-0.033,-0.0978,-0.0648,False,False,True,True
ENTJ,ENFJ,ENTJ_to_ENFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.25,0.5,0.25,0.6344,0.5699,-0.0645,0.2796,0.3441,0.0645,False,False,False,False
ENTJ,ENFJ,ENTJ_to_ENFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8602,0.8602,0.0,-0.172,-0.1613,0.0107,False,False,False,False
ENTJ,ENFJ,ENTJ_to_ENFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.101,0.0331,-0.0679,0.0667,0.2667,0.2,0.0515,-0.0141,-0.0656,True,True,True,True
ENTJ,ENFJ,ENTJ_to_ENFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0137,0.0239,0.0102,0.3667,0.3667,0.0,-0.0816,-0.0626,0.019,False,False,False,False
ENTJ,ENFJ,ENTJ_to_ENFJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0667,0.0,-0.0667,0.4894,0.4708,-0.0186,-0.0123,-0.04,-0.0277,True,False,True,True
ENTJ,ENFJ,ENTJ_to_ENFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.4593,0.4929,0.0336,-0.0532,-0.149,-0.0958,False,False,True,True
ENTJ,ISFJ,ENTJ_to_ISFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.5,0.25,-0.25,0.4946,0.5484,0.0538,0.3763,0.2473,-0.129,True,True,True,True
ENTJ,ISFJ,ENTJ_to_ISFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8387,0.8925,0.0538,-0.3763,-0.4086,-0.0323,True,False,True,True
ENTJ,ISFJ,ENTJ_to_ISFJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.1229,0.0496,-0.0733,0.1,0.3667,0.2667,0.0733,-0.0613,-0.1346,True,True,True,True
ENTJ,ISFJ,ENTJ_to_ISFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.025,0.0102,-0.0148,0.3667,0.1667,-0.2,-0.0542,-0.079,-0.0248,False,True,True,True
ENTJ,ISFJ,ENTJ_to_ISFJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.1,0.1,0.0,0.5249,0.4828,-0.0421,-0.0504,-0.0727,-0.0223,False,False,True,False
ENTJ,ISFJ,ENTJ_to_ISFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0334,0.0334,0.0,0.4928,0.465,-0.0278,-0.0671,-0.0978,-0.0307,False,False,True,False
ENTJ,ENTP,ENTJ_to_ENTP,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.25,0.25,0.0,0.6452,0.7097,0.0645,0.2581,0.2043,-0.0538,True,False,True,True
ENTJ,ENTP,ENTJ_to_ENTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8817,0.8925,0.0108,-0.1828,-0.1613,0.0215,True,False,False,False
ENTJ,ENTP,ENTJ_to_ENTP,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0552,0.0006,-0.0546,0.1,0.2,0.1,0.0265,-0.0163,-0.0428,True,True,True,True
ENTJ,ENTP,ENTJ_to_ENTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0017,0.0349,0.0332,0.3333,0.5,0.1667,-0.0508,-0.05,0.0008,True,False,False,False
ENTJ,ENTP,ENTJ_to_ENTP,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.495,0.4789,-0.0161,0.0056,-0.0513,-0.0569,False,False,True,False
ENTJ,ENTP,ENTJ_to_ENTP,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0333,0.0333,0.0,0.461,0.4302,-0.0308,-0.0047,-0.0923,-0.0876,False,False,True,False
ENTJ,ISTP,ENTJ_to_ISTP,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.5,0.25,-0.25,0.6989,0.7312,0.0323,0.1183,0.0645,-0.0538,True,True,True,True
ENTJ,ISTP,ENTJ_to_ISTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8602,0.871,0.0108,-0.3548,-0.3118,0.043,True,False,False,False
ENTJ,ISTP,ENTJ_to_ISTP,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0387,0.0214,-0.0173,0.1333,0.2333,0.1,0.0299,0.0245,-0.0054,True,True,True,True
ENTJ,ISTP,ENTJ_to_ISTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0239,0.0114,-0.0125,0.2333,0.3,0.0667,-0.053,-0.041,0.012,True,True,False,True
ENTJ,ISTP,ENTJ_to_ISTP,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0334,0.0334,0.0,0.4993,0.4599,-0.0394,-0.0004,-0.0194,-0.019,False,False,True,False
ENTJ,ISTP,ENTJ_to_ISTP,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.5187,0.4582,-0.0605,-0.078,-0.0804,-0.0024,False,False,True,False
ENTJ,ENFP,ENTJ_to_ENFP,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.75,0.5,-0.25,0.3871,0.4301,0.043,0.4946,0.4839,-0.0107,True,True,True,True
ENTJ,ENFP,ENTJ_to_ENFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.8387,0.8602,0.0215,-0.2043,-0.2688,-0.0645,True,False,True,True
ENTJ,ENFP,ENTJ_to_ENFP,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0039,0.0114,0.0075,0.0667,0.3667,0.3,0.0157,-0.0579,-0.0736,True,False,True,True
ENTJ,ENFP,ENTJ_to_ENFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0155,0.0141,-0.0014,0.4,0.5333,0.1333,-0.0818,-0.0985,-0.0167,True,True,True,True
ENTJ,ENFP,ENTJ_to_ENFP,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.4813,0.4825,0.0012,-0.0281,-0.0935,-0.0654,False,False,True,True
ENTJ,ENFP,ENTJ_to_ENFP,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.1,0.0,-0.1,0.4199,0.4929,0.073,-0.0463,-0.182,-0.1357,True,False,True,True
ENTJ,ISTJ,ENTJ_to_ISTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,osr_gap_abs_vs_matched_b_control,0.25,0.0,-0.25,0.7957,0.8495,0.0538,0.0108,-0.0968,-0.1076,True,True,True,True
ENTJ,ISTJ,ENTJ_to_ISTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,osr_gap_abs_vs_matched_b_control,0.0,0.0,0.0,0.957,0.9355,-0.0215,-0.3763,-0.3333,0.043,False,False,False,False
ENTJ,ISTJ,ENTJ_to_ISTJ,machine_mindset,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0808,0.0096,-0.0712,0.1667,0.3667,0.2,0.0129,-0.0216,-0.0345,True,True,True,True
ENTJ,ISTJ,ENTJ_to_ISTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0057,0.0228,0.0171,0.5667,0.3333,-0.2334,-0.0698,-0.05,0.0198,False,False,False,False
ENTJ,ISTJ,ENTJ_to_ISTJ,ifeval,history,A_history_to_B,B_history_to_B,A_history_to_B_strong,B_history_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0333,0.0666,0.0333,0.503,0.5116,0.0086,-0.032,-0.0914,-0.0594,False,False,True,True
ENTJ,ISTJ,ENTJ_to_ISTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,A_summary_to_B_strong,B_summary_to_B_strong,primary_gap_abs_vs_matched_b_control,0.0,0.0667,0.0667,0.4982,0.4908,-0.0074,-0.0008,-0.0614,-0.0606,False,False,True,False
